BookId,Title,Description,Author,Publisher
ffbd3b57-756e-4223-9612-d0eb0b829858,Comrades: Almost a Love Story (Tian mi mi),"Drainage of Left Kidney Pelvis, Via Opening, Diagn",Tamarra Miskin,Tekfly
dfaef23d-edf4-4f67-9188-46f2c9123fff,Endangered Species,"Restriction of R Main Bronc with Intralum Dev, Open Approach",Kin Maggs,Lazzy
7773ecf5-795d-4c68-96a8-e1e86b86dbc3,The Snow Woman,"Removal of Autol Sub from Uterus & Cervix, Perc Approach",Lynett Edlyn,Yodel
ce7326a2-b91d-4f34-9a23-a75ebaf7adb6,"Secret Life of Words, The","Radiation Therapy, Central Periph Nerv Sys, Beam Radiation",Nancey Laven,Jetwire
39e81b9b-8b2e-4471-9dfb-661f49dd9328,Being Elmo: A Puppeteer's Journey,"Repair Left Vas Deferens, Percutaneous Endoscopic Approach",Pascal Bottinelli,Mycat
aaaada8f-7ee0-4714-96c4-e20cfaff7f69,Crooked Arrows,"Supplement Left Retina with Autol Sub, Open Approach",Avery Pastor,Mycat
e8096b27-12d1-4f59-9c2f-59e9fe4869e2,Immortal Sergeant,"Bypass R Fem Art to B Femor A w Autol Art, Perc Endo",Kerianne Fatscher,Flashspan
ffcbf7b3-bc7c-492f-8f19-39902bc73428,Hell's Highway,"Destruction of Bi Seminal Vesicle, Perc Endo Approach",Debbie Bellon,Kwilith
071fa30e-38a3-4cd3-a981-0b867fdbafd2,Twilight of a Woman's Soul (Sumerki zhenskoi dushi),"Insertion of Intralum Dev into Lg Intest, Perc Approach",Renell Selland,Fivebridge
1cd8055d-88e2-41dd-a75d-112282984fd9,Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),"New Tech, Skin & Breast, Subcu Tiss & Fascia, Replace",Hobie Ferrario,Feedspan
bf5c56f1-6c76-4cd1-a819-e88a1545eb88,Pretty Baby,"Restriction of Right Common Iliac Vein, Perc Endo Approach",Clare Schober,Fiveclub
7680c34f-ac6e-47cd-9ad0-500d2128fcce,Harold and Maude,"Anatomical Regions, General, Control",Art Duigan,Realblab
409bcdab-8bfb-4eae-b626-4fbf66e54099,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper","Bypass L Brach Vein to Up Vein w Autol Sub, Perc Endo",Theadora Timny,Photofeed
bcee7b01-6b1e-4202-a3c6-0305bc5ce256,"Messengers, The","Insertion of Monitor Dev into Small Intest, Via Opening",Silvie Surgener,Blognation
7035ed88-ae8f-4537-8bab-766a06af4e77,Seven Brothers (Seitsemän veljestä),"Occlusion of Left Spermatic Cord, Perc Endo Approach",Livvyy Rame,Snaptags
cdeca12a-d68b-4b0b-98f1-40e8b2812ed3,Harry Potter and the Half-Blood Prince,Beam Radiation of Bile Ducts using Photons 1 - 10 MeV,Danie Gallegos,Plambee
0b69bca8-d4ba-4982-aa5e-89935e4280a4,Brake,"Insertion of Int Fix into Thor Jt, Perc Approach",Osborn Rudledge,Skyba
bb1de1f3-2b16-4f68-88ae-3bdfb52b592e,Head Games,"Destruction of Pharynx, Via Natural or Artificial Opening",Farlay Meo,Skipstorm
e93ab267-94a9-4339-a5a7-9659c2531c4b,"Sting II, The","Revision of Autol Sub in L Up Extrem, Perc Endo Approach",Hanan Brasher,Babbleopia
cdbc9264-02bd-4a5e-b057-5f541860980b,Final: The Rapture,"Insert of Intralum Dev into R Ext Iliac Vein, Open Approach",Emmit Humburton,Twitterbeat
1e90e441-4a09-49fd-a89f-7a03ff739ffb,Burning Bright,"Division of Right Zygomatic Bone, Open Approach",Galvin Gunbie,Pixoboo
97315bd1-2afd-420e-9ed3-3ac52c468ffd,Stop! Or My Mom Will Shoot,"Release Left External Jugular Vein, Open Approach",Siward McAlister,Realcube
c7256ae0-404f-4b01-8412-ca02ee2d74f9,Manhattan,"Dilation of Upper Artery, Bifurcation, Percutaneous Approach",Jordain Mendonca,Tavu
f849e264-f80c-4f95-af61-39caf18744cd,Four Minutes (Vier Minuten),"Drainage of Cervix with Drainage Device, Perc Approach",Bobine Hitscher,Minyx
a3874e32-7200-4624-81b2-d6a7519c80bc,Lili's Apron,"Repair Left Little Finger, Open Approach",Dynah Zink,Photobug
dd6bc8e2-7a18-465e-a30e-ca88d1b6c8ec,Ever After: A Cinderella Story,"Division of Facial Nerve, Open Approach",Darby Sidney,Eidel
415db0ee-0f8a-4cc5-afad-bb16a406abca,"Uninvited, The","Revision of Bone Stim in Low Bone, Perc Endo Approach",Floris Keely,Jetpulse
51f2dc06-27bb-4cbc-b85d-1beb08725d6e,The Trip to Bountiful,"Reposition Right Radius, Percutaneous Endoscopic Approach",Gigi Ludovico,Talane
a5e3d8bc-e2b0-4655-a3b3-a4c36f185daf,"Great Gatsby, The","Extirpation of Matter from Right Metacarpal, Perc Approach",Elayne Ecclestone,Oyondu
e11086d2-84f0-40e8-8be5-11376715d7de,Moving Alan,"Fusion of Right Metatarsal-Phalangeal Joint, Perc Approach",Isabella Luckett,Dynazzy
cf317f1e-4075-438c-8a01-2b783555cae4,Blood Wedding (Bodas de sangre),Voice Assessment using Audiovisual Equipment,Dotti Sisland,Zazio
c035d86f-fb5b-44a9-8ea8-f8d89aeb53b9,Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24),"Replacement of L Foot Art with Autol Sub, Open Approach",Fraser Alleburton,Eabox
77111190-d535-45fd-83c2-c081facf3b77,Heavenly Forest,"Excision of Inf Mesent Art, Perc Endo Approach, Diagn",Jourdan Hischke,Twiyo
861a7c9d-befb-41b7-9b60-f3dbeab71229,"20,000 Leagues Under the Sea","Dilate R Int Mamm Art, Bifurc, w 2 Drug-elut, Open",Melva Dougliss,Oozz
3dc07cab-6800-4ebb-a3aa-395ed5b4aff4,Confidence,"Drainage of Left Femoral Artery, Perc Endo Approach, Diagn",Sigfried Goodbanne,Twinte
b7f97fd6-a7e5-4cb0-bcd5-03446ac6b5f8,Ghosts of the Abyss,"Revision of Radioactive Element in Abd Wall, Extern Approach",Toni Gregore,Skyndu
86b894fb-1c55-4a10-8834-efd8a8a078c0,"Naked Kiss, The","Drainage of L Shoulder with Drain Dev, Perc Endo Approach",Edi Toop,Oyoloo
83a650a3-5330-44af-bd82-da1d55015500,Nick the Sting,Contact Radiation of Neck Skin,Nita Lorraway,Eamia
9bd29616-3399-4a32-b0c4-9024643f8931,"End of the Affair, The","Drain L Inguinal Region w Drain Dev, Perc Endo",Tabbatha Blagbrough,Chatterbridge
5ba0fd94-5101-4a7d-9e95-19fa2304bdb2,"Pyx, The","Replace R Sphenoid Bone w Autol Sub, Perc Endo",Silvano Cankett,Twimbo
fcb1d7a8-5957-4934-a59c-0fa94ee4f0f9,Rio Lobo,"Extraction of Right Tympanic Membrane, Via Opening",Casey Branthwaite,Tekfly
55c56fdd-911c-4ee3-b266-5190a94afeec,Inferno,"Change Other Device in Up Intest Tract, Extern Approach",Meghan Marchington,Voolia
5c7ce897-ca51-407d-8f64-853f6738a5a3,Prancer,"Supplement Esophagus with Synth Sub, Perc Endo Approach",Candie Wofenden,Fanoodle
9cfe06fc-face-4858-9f36-079264c82ebf,Raffles,"Excision of R Metacarpophal Jt, Perc Endo Approach, Diagn",Lucien Briskey,Thoughtsphere
78318c19-b1c1-4b4e-95a7-5942c63eeae8,Standing in the Shadows of Motown,"Removal of Autol Sub from Chest Wall, Perc Endo Approach",Kathe Pfaffe,Zoozzy
cbf56fda-88a5-49c2-ba57-37c68fbb7367,"Bobby Jones, Stroke of Genius","Bypass Thor Aorta Asc to L Pulm Art w Synth Sub, Perc Endo",Garrick Pagitt,Tagpad
a72cc01b-af9c-4af6-9b0d-1b37e21e3af9,How to Be,"Reattachment of Left Upper Leg Muscle, Perc Endo Approach",Randolf Mantle,Yakidoo
872fb897-e267-4b0c-bd06-e5c0edd8d0e6,Control,"Control Bleeding in Left Hand, Percutaneous Approach",Elwyn Polly,Skipfire
9ad170ea-d403-429e-8f0d-9072243ca82e,Alpha and Omega,"Removal of Drainage Device from Thyroid Gland, Open Approach",Silvio Petch,Photobug
394a904c-df8b-46d8-a06a-c8074f113d46,Tokyo Twilight (Tôkyô boshoku),Change Bandage on Back,Gus Menis,Oozz
2f01aae5-d315-4d99-8236-aca4b9fa0c1a,Puckoon,"Alter of Fem Perineum with Nonaut Sub, Perc Endo Approach",Ophelia Kirsopp,Eazzy
573eb8c8-b7dd-486f-af14-f26b9828819f,"Glass Web, The",HDR Brachytherapy of Bone Marrow using Palladium 103,Bradley Renfrew,Aibox
adef6ae6-89e6-4974-a1d0-a4b8d5688f46,Wanted: Dead or Alive,"Revision of Ext Fix in L Tarsal Jt, Open Approach",Celisse Fagan,Eamia
07db9325-73dc-4c5b-8804-bd982cea4e54,Demons 2 (Dèmoni 2... l'incubo ritorna),"Removal of Hearing Device from Left Inner Ear, Endo",Ernesto McDougald,Twitterbeat
8bdf52ca-316b-481c-aa0a-647a940e4a71,All the Queen's Men,"Destruction of Right Anterior Tibial Artery, Open Approach",Matt Shinner,Jabberstorm
a96709b5-34ec-48d6-bc29-4d04f73c58ed,Family Guy Presents: Blue Harvest,"Introduce Autol Pancr Islet in Bil/Panc Tract, Via Opening",Loella Robak,Quamba
481a0ba1-855b-4489-b1ec-dc97d71778f5,8 Million Ways to Die,Plain Radiography of L Up Extrem Art using H Osm Contrast,Shela Downse,Rhybox
2c224529-6532-498a-85e8-35b917443581,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","Excision of Intracranial Artery, Perc Approach, Diagn",Marleen Dailly,Voonix
953ba178-a7bd-4bc0-83ee-1d7a24815adc,Chinese Odyssey 2002 (Tian xia wu shuang),"Drainage of Left Choroid, Open Approach, Diagnostic",Merrick Raymont,Gabspot
6b6fa0e9-ffa2-4a9c-b949-520ee6942802,Once Upon a Honeymoon,"Drainage of Toe Nail, External Approach",Abby Harryman,Meemm
072863ba-ef50-4b37-9d90-17807d7fd6e7,Redacted,Vocation/Commun Treatment using Physical Agent,Haskell Test,Zava
c1457a89-3180-44f4-aeac-730c9ddd2930,Two Deaths,"Remove Infusion Pump from Low Extrem Subcu/Fascia, Perc",Bron Bynold,Jaxspan
29554b15-451c-4c92-8bbf-d3cdcf8c1d8f,Annie Hall,"Removal of Autol Sub from R Ankle Jt, Perc Endo Approach",Joe Cockings,Brainbox
158492cc-6b78-4494-a1a8-41a687233a3a,Deterrence,"Remove of Infusion Dev from Fem Perineum, Perc Endo Approach",Wilburt Bastiman,Rhyloo
d633a056-45e2-42c1-8405-b983b54d8a75,Interstellar,"Bypass Abd Aorta to L Femor A with Nonaut Sub, Open Approach",Elka Delamar,Shufflebeat
a89312a2-e2d0-4fda-bcaf-b53cd9136406,'Neath the Arizona Skies,"Excision of Left Abdomen Muscle, Perc Endo Approach, Diagn",Jonell Bellchamber,Linkbridge
3ad23455-e366-40aa-bdfa-d39667449686,Kaksparsh,"Destruction of Lumbar Nerve, Perc Endo Approach",Celinka Gallon,Zooveo
410c04cc-7de2-4547-8e81-37ffbc50e2e8,"Wife, The","Removal of Nonaut Sub from R Eye, Via Opening",Kathryn Ardling,Thoughtbridge
2065dbcc-8b7a-4b76-9af8-30dc973a8c8d,"Seventh Heaven (Septième ciel, Le)","Restrict of L Subclav Art with Extralum Dev, Open Approach",Corbin Diddams,Trilith
e9e46576-1e24-452f-9c3a-4e3597220c48,"Mistress of Spices, The","Dilation of Left Fallopian Tube with Intralum Dev, Endo",Angelina Cicutto,Gigabox
8e73eb7c-170f-4bf5-b1c2-4568f571843e,In the Electric Mist,"Transfer Accessory Nrv to Trochlear Nrv, Perc Endo Approach",Ingrid Blacket,Photobean
1cc0ef77-b64f-42b1-b820-e624693dc0d4,"Slingshot, The (Kådisbellan)","Supplement Left Sphenoid Bone with Autol Sub, Perc Approach",Kyrstin Paxman,Skipfire
c6e397f4-5454-4123-8ca6-547d8ebf8488,"Man Called Gannon, A","Revision of Synth Sub in Vas Deferens, Via Opening",Leonanie Foan,Eabox
d953cae9-4f6e-4aac-bd73-fe8d08b34734,Funeral Parade of Roses (Bara no sôretsu),"Monitoring of Cardiac Rhythm, External Approach",Frederich Thewles,Agimba
e48e2bd7-19b9-4be3-900f-3d5a1628496a,Blood of Dracula,"Release Uterine Supporting Structure, Open Approach",Nanci Stonelake,Devbug
196fff38-1458-4aca-811e-b706c2127452,Four Ways Out,"Insert of Monopln Ext Fix into L Femur Shaft, Perc Approach",Beitris Breffitt,Tanoodle
9737201f-6e3a-44bd-bffd-ef03b864e78a,Full Moon High,"Removal of Nonaut Sub from Scrotum & Tunica, Endo",Patricia Philpot,Browsebug
cd02167d-506c-47d1-89df-fc9268255ebd,"Glass Slipper, The","Reposition Duodenum, Percutaneous Endoscopic Approach",Aile Caesmans,Pixoboo
6e8e2180-3e7e-4186-8097-1bbd94020c56,Heaven Help Us,"Dilation of L Ext Carotid with 3 Drug-elut, Open Approach",Kiah Khomin,Voonte
0d89cd69-170e-434a-bebe-da1a428a5d74,In Cold Blood,"Dilate Sup Mesent Art, Bifurc, w 2 Intralum Dev, Perc Endo",Curcio Redmire,Riffpedia
a212c7c6-35b2-45a0-994d-e29b8f34c255,"Ringer, The","Supplement R Metatarsophal Jt with Synth Sub, Perc Approach",Emmett Coronado,Gigabox
547fc445-2b8f-46b3-b854-a3667f29e6cd,Scooby-Doo! Curse of the Lake Monster,Removal of Brace on Left Upper Extremity,Irvine Wixey,Twimbo
452f2a31-ab3d-41ac-a23f-9f2f36cc1a88,Living in Emergency: Stories of Doctors Without Borders,LDR Brachytherapy of Thyroid using Californium 252,Norma McCurry,Livefish
5e7eda05-17e1-43dd-9d27-3c56c0b4d1e4,Alligator Eyes,"Supplement R Toe Phalanx Jt w Autol Sub, Perc Endo",Nanon Doorbar,Rhyloo
b8f790dd-2e5a-483a-9789-2b8860c456ae,Guys and Dolls,"Removal of Int Fix from R Up Femur, Extern Approach",Jorge Osgar,Skimia
9e9531ed-96bc-42fc-9b87-1311c51ec367,Just Like Us,"Excision of Stomach, Endo, Diagn",Giovanni Winsley,Flipbug
a73b7fc1-bca1-43f4-a2c7-b7ef00cd11e6,Die Hard 2,"Resection of Right Thyroid Gland Lobe, Perc Endo Approach",Jocko Proudlock,Oloo
3e76ed53-c3ef-4845-9c0f-aa3561e180b4,DEFCON: The Documentary,"Restrict R Up Extrem Lymph w Intralum Dev, Perc",Fonz Eakley,Digitube
b118e128-5af4-4c8b-9562-29b2c9d7742a,Superdad,"Revision of Synth Sub in L Carpal, Extern Approach",Evan Ogdahl,Abata
ad98330d-cd8c-4f18-825b-083871120a69,Blue Sky,"MRI of L Low Extrem Art using Oth Contrast, Unenh, Enhance",Hanna Breeze,Realmix
9083f42c-5d98-4a58-bc37-c23f45f18559,Simon Sez,"Supplement L Metatarsotars Jt with Autol Sub, Perc Approach",Seline Vallintine,Quinu
3889d503-5250-4687-8243-675b5fc61d98,I'm No Angel,"Removal of Monitoring Device from Trachea, Via Opening",Charline Ghost,Centidel
71e6266f-b5dd-4999-8ca1-335c901c011f,"Idiots, The (Idioterne)","Drainage of Upper Vein with Drainage Device, Open Approach",Gaultiero Warsap,Blogspan
32ce67aa-5997-4fe3-9b9a-579dabf51dcf,"Desert Rats, The","Transfuse Nonaut Frozen Plasma in Periph Art, Open",Anthony Covey,Flashpoint
9a0c97db-6171-4c12-b3f6-949e85f2ac8a,"Rapture, The","Division of Esophagogastric Junction, Open Approach",Krystyna Stetson,Talane
3e57b404-7ab0-4e4f-8deb-bfa702d74334,"Birth of a Nation, The","Transfer Right Shoulder Tendon, Open Approach",Archy Dy,Tagcat
1f9e9051-c85d-4087-934d-d9d56e11eb17,Cats,Traction of Right Lower Arm,Flori Tethcote,Agimba
a8312fec-04e3-4a79-b5da-93d24ceb6a67,Precious Find,"Revision of Synth Sub in L Hip Jt, Femoral, Extern Approach",Monica Robertot,Buzzshare
b0b732db-b15f-467e-b1c1-0a98712e60cf,10 Questions for the Dalai Lama,"Resection of Pituitary Gland, Perc Endo Approach",Dennet Ayshford,Mybuzz
5df808ac-8028-43ce-9006-c4f086efead8,"Debt, The","Revision of Int Fix in Sacrococcygeal Jt, Extern Approach",Sandy Torresi,Camido
9c3b97f1-9b56-47c7-a5b4-c6a216e442dd,Dead Rising: Watchtower,"Drainage of Oral Cavity and Throat, Percutaneous Approach",Max Elcoate,Trupe
306fa724-9a4c-4b81-9a03-fb0dd8ed435c,Twisted Nerve,"Dilate of Innom Art with 2 Intralum Dev, Perc Endo Approach",Skippie Seward,Skipfire
1f63318b-a0f7-4c35-9dcf-3bba927ce4b1,Torment,"Revision of Spacer in Left Elbow Joint, Perc Approach",Aeriell Huitt,Eabox
a5e2d0ba-2c90-4d64-9420-4a83bdb8df9f,Disturbia,"Drainage of Right Sphenoid Sinus, Perc Endo Approach, Diagn",Gaye Danihelka,Dabfeed
f21be09b-bf8d-4755-aff8-f8ed94c67f81,Woman in the Dunes (Suna no onna),"Replacement of Lum Jt with Nonaut Sub, Open Approach",Shirlene Fugere,Riffwire
2c9a51c6-adf6-430f-a602-2838837e96e8,"Steamroller and the Violin, The (Katok i skripka)","Drainage of Pancreat Duct with Drain Dev, Perc Endo Approach",Rennie Padmore,Gabtune
6cea294b-243b-4813-8bc8-cac455355ced,Lumihiutalemuodostelma,"Occlusion of Upper Vein with Extralum Dev, Open Approach",Nicolas Billany,Omba
c29ea4d0-9584-4420-9da9-e88a9f3bcd7f,"Dirt Bike Kid, The","Dilation of Right Femoral Artery, Percutaneous Approach",Hermina Kaesmakers,Twitterlist
da3f0b8a-49f2-4a36-a5ae-67b072609f13,The Last Station,"Replace R Up Arm Subcu/Fascia w Synth Sub, Open",Merle Sunock,Yotz
a6eb4781-36d3-41e9-95ca-e5f06e90f567,Hamlet,"Revision of Nonaut Sub in Up Tendon, Open Approach",Wandie Pellew,Kwinu
6b70e920-9b9f-4753-82a0-2c20e965c4ec,Change of Plans (Le code a changé),"Occlusion of R Hand Art with Extralum Dev, Open Approach",Saleem Curnick,Ozu
4bd3c9c5-4e56-4b66-a23c-4619380f814c,Blue Like Jazz,"Ear, Nose, Sinus, Destruction",Fidole Synke,Leexo
d21890e7-a0fe-4085-bb71-9f0111549850,On the Road,"Removal of Synthetic Substitute from Occip Jt, Open Approach",Warner Glancey,Talane
d56858c2-53d9-42b8-9b7c-b6756deb767d,Ballad of a Soldier (Ballada o soldate),"Extirpation of Matter from Mitral Valve, Open Approach",Maryann Ainsley,Blognation
7426595f-df99-4e33-a41c-f5c274baaffb,Anchors Aweigh,"Drainage of Head & Neck Bursa/Lig, Perc Approach, Diagn",Nikolaos Amberg,Leexo
7843feab-fe09-4d69-a492-e28089969bc0,Lulu on the Bridge,"Fusion 2-4 L Jt w Autol Sub, Post Appr A Col, Perc Endo",Mano Melior,Meevee
8d021b65-e058-414b-8426-d8db85c4153d,Dream for an Insomniac,"Extirpation of Matter from Median Nerve, Perc Endo Approach",Millard Scandrick,Devpulse
5c1cc74d-cab2-4cc4-b806-22ae64affd6b,Something to Sing About,"Excision of Left Kidney Pelvis, Endo",Puff Fackney,Bubblebox
0cf9eda8-a9af-4ce4-86a5-852f23de2acf,Neighbors,"Insertion of Limb Length Dev into R Up Femur, Open Approach",Norean Climo,Brainverse
9403e509-b1f4-4d07-aae2-336450a5b0e1,Burnt by the Sun (Utomlyonnye solntsem),"Revision of Drainage Device in Right Ear, Endo",Mignonne Wolfinger,Bubblemix
5e9c3c60-c9a6-431f-b331-32cedfbce793,Fifty Dead Men Walking,"Repair Upper Back, Open Approach",Lem Denyukin,Photobean
119dc944-c157-49d0-80cc-4e7754e62910,"Spy Next Door, The","Drainage of Left Cephalic Vein, Open Approach",Isabella Webermann,Photobean
b328cbad-6995-4741-935a-21821ed7a902,Kogel mogel,"Revision of Ext Fix in L Thumb Phalanx, Open Approach",Etta Selley,Quaxo
9ea7eaa6-b9c1-422b-b1b9-06fb77453578,"Ring Two, The","Excise of Uterine Support Struct, Perc Endo Approach, Diagn",Bidget Greschik,Gigazoom
2b4c0f3c-52b3-4a85-957c-d5bcc1329867,Harrison's Flowers,Plain Radiography of Spinal Cord,Hildagard Peinton,Podcat
7a81a601-a573-4636-aa65-58adb7a11ae9,The Crowded Sky,"Introduction of Destructive Agent into Nose, Via Opening",Barth Aim,Livefish
dfb19fca-11f5-48ed-9337-56bb0ca5e12f,"Hidden Blade, The (Kakushi ken oni no tsume)","Excision of Multiple Parathyroid Glands, Perc Endo Approach",Rickard Ogles,Skyndu
6d0eb54e-ceeb-440f-bb02-38218b13e494,"Secret of Moonacre, The","Excision of Right External Iliac Vein, Perc Approach, Diagn",Ernest O'Dowgaine,Photojam
7d137544-ad6e-4419-8844-30869b0b476c,"Machine, The","Supplement Urethra with Nonaut Sub, Open Approach",Genna Collaton,Meedoo
3c55d8f4-092a-4a7f-8ffd-065f909c4813,Pepe,"Decompression, Circulatory, Single",Torin Breissan,Agivu
d3dfebf5-9ad0-461c-95b0-74d7d9537a9f,King David,"Supplement Right Acetabulum with Nonaut Sub, Open Approach",Xaviera Hamblyn,Brainverse
36dad78a-347e-41f4-88c8-e1ecde4407c3,"Night of the Generals, The","Supplement Int Mamm, R Lymph w Autol Sub, Perc Endo",Christean Hakeworth,Twitterlist
7eefe6bc-9303-4e74-a56e-2446258171c5,"Fortune, The","Extirpation of Matter from Left Nipple, Perc Approach",Kizzie Theodoris,Skipfire
aaef9d98-aecc-4c9c-ad7d-f6a0e56dcf61,"Future, The","Dilation of L Temporal Art with Intralum Dev, Open Approach",Clemente Drissell,Thoughtbeat
8ccc665c-41e1-468e-8a65-5f8e0bcbe21f,Rammbock,Neuromotor Develop Assessment of Neuro Body using Oth Equip,Pernell Coultar,Izio
f4457940-41d0-487b-8dd8-54a335b71fe6,Youth of the Son,Osteopathic Treatment Cervcal Region w H Velocity L Ampl,Cynthea Plitz,Skyble
4a002d82-9f33-4926-8924-96514bdf759b,"Human Family Tree, The","Occlusion of Left Ureter, Open Approach",Dayle Giddens,Camido
f8e6dc97-4531-4e68-b5ed-14a2b037bcb9,Apartment 1303 3D,"Extirpation of Matter from Gallbladder, Open Approach",Mable Nulty,Feedfish
f94d70e3-c70b-4744-a7b0-0718f13341ce,"Story of Esther Costello, The","Extraction of Nasal Septum, Open Approach",Addison Durtnall,Omba
24e8c515-3b33-4234-8ea7-e9b527776aef,Dead Silence,"Restrict of Ileocecal Valve with Extralum Dev, Perc Approach",Audre Crummay,Yambee
850cf066-422f-46f3-8ae3-74279125a384,Kung Fu Panda: Secrets of the Furious Five,"Release Left Temporal Bone, Percutaneous Approach",Libbey Lynch,Browsetype
80b8242e-af27-4e45-a0b0-76459db71944,Dear Zachary: A Letter to a Son About His Father,"Division of Left Foot Bursa and Ligament, Perc Endo Approach",Mile Giacovazzo,Browseblab
42540575-0313-458a-8b17-92406d0fb176,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)","Dilate Inf Mesent Art w Drug-elut Intra, Perc Endo",Jolynn Pendergrast,Wordware
28a50a29-5fb7-4ce5-9bb0-530d5d0a2113,Cathy Come Home,Change Bandage on Left Inguinal Region,Petronia Roxbee,Linkbridge
90e774d7-5db8-48a9-a4ec-f9088326ca50,Garage Sale Mystery,"Bypass R Int Iliac Art to B Femor A w Nonaut Sub, Perc Endo",Cissy Cobson,Jabbertype
09229b74-6b65-407b-bd75-2745ee64dd1f,Peter and Vandy,"Excision of Right Upper Lung Lobe, Open Approach, Diagnostic",Roselin De Leek,Jaxworks
8cbf580b-3ced-4dd7-b882-9752e44d4239,"Crazy Class Wakes Up, The (Hababam sinifi uyaniyor)","Dilation of R Radial Art with 2 Drug-elut, Open Approach",Shea Forkan,Devpulse
08543835-1d5f-457c-b4f4-51658055af4f,In the Electric Mist,"Excision of Right Metatarsal, Percutaneous Approach, Diagn",Harri Divers,Zoonder
0987a396-f76b-40e7-a99d-be9801f6085d,Don Quixote,"Measurement of Gastrointestinal Secretion, Via Opening",Cointon Cousen,Yodo
a9770561-5e91-4614-ad14-75c3067b1d66,"Garden of Words, The (Koto no ha no niwa)","Detachment at Left 1st Toe, Complete, Open Approach",Jaclin Rable,Edgepulse
66ba883d-3ea3-463a-b8e7-3bfed1c08920,Beverly Hills Ninja,"Removal of Intraluminal Device from Larynx, Open Approach",Vera Convery,Thoughtstorm
5d34e010-413d-408a-9c6c-07250cd4c6f0,"Sign of Four, The","Reposition Left Ovary, Open Approach",Daryle Dobson,Chatterpoint
d90b14df-2151-4085-a1eb-4ee535f6f74c,Taras Bulba,"Revision of Nonaut Sub in Thoracic Duct, Perc Approach",Lazaro Hemstead,Topdrive
1508e26e-6316-4e1c-ad7a-f4511d79ac8a,Miracle on 34th Street,"Drainage of Face Subcu/Fascia, Open Approach",Kippy Blackston,Quaxo
3a3c3ebd-d440-498c-b611-b8ea4e9ebfb9,They All Laughed,"Drainage of R Acetabulum with Drain Dev, Perc Endo Approach",Lars Munby,Jetwire
a8475f95-606d-4222-b81f-b7b4d82dcaf1,Aftershock,"Removal of Nonaut Sub from Skull, Perc Endo Approach",Reeva Grafton,Brainsphere
ea587005-0a24-4ce5-9165-d5e26fb22677,Limbo,"Dilate L Foot Art, Bifurc, w 3 Drug-elut, Perc",Ellwood Ferriby,Twimbo
b3741b2f-c5df-4b46-bf99-6504a0616d01,Noah's Ark,"Removal of Infusion Device from Cerv Jt, Open Approach",Cindee Beedell,Kwimbee
9e6a6b1d-952b-48ac-8c92-8ae6a1d93995,Peculiarities of the National Hunt (Osobennosti natsionalnoy okhoty) ,"Drainage of Right Choroid, Percutaneous Approach",Bertram Doni,Flashspan
5f6f8c3f-566a-4fa8-aab2-6815fffa985a,Passenger 57,Immobilization of Left Toe using Brace,Cheslie Guesford,Leexo
71f5beb8-23bf-478a-8576-f864e53e81bd,Vice,"Drainage of Nasopharynx with Drain Dev, Perc Endo Approach",Lura Handasyde,Jetwire
0e2a5c10-0dc0-4749-8315-2f2b1f295bfc,Ballad of the Little Soldier (Ballade vom kleinen Soldaten),"Drain of L Hand Subcu/Fascia with Drain Dev, Perc Approach",Rhianon Augur,Zoomzone
74b141b6-30e9-4af8-aac7-6c63fba52468,Beautiful Kate,"Drainage of Facial Muscle with Drain Dev, Perc Approach",Innis Kenyon,Ailane
3144ffe5-5130-47b8-b14b-232c90663454,Restaurant,"Insertion of Monitor Dev into Cranial Nrv, Perc Approach",Adrianna Ipplett,Linklinks
7f8e574c-405c-475f-83aa-9e7265902a7c,"Kiss, The","Dilation of Superior Vena Cava, Percutaneous Approach",Zahara Beeton,Demimbu
c6b562ef-6ffb-4703-aeb5-fece16b36eab,"Lion King 1½, The","Removal of Synth Sub from Omentum, Perc Endo Approach",Roy Studeart,Tekfly
1fb0a3bc-f799-41cd-a972-96b654467515,Cluny Brown,"Dilate R Hand Art, Bifurc, w 2 Intralum Dev, Perc",Elsi Burridge,Skiba
cbeae257-d192-4cfd-a358-fd088ccdc4af,My Blue Heaven,"Fusion 2-6 C Jt w Intbd Fus Dev, Post Appr P Col, Open",Madeleine Lonergan,Abata
107cf218-333c-42ad-a533-b774e56e465a,Notes on a Scandal,"Supplement Nose with Autol Sub, Open Approach",Daisi Barabich,Gabvine
e6c99f62-8734-4f6b-81bf-464ab9cf7610,House of Wax,"Restriction of Mesenteric Lymphatic, Open Approach",Dur Towey,Meezzy
379da8b8-7bfc-485a-98cb-680e7d3706a4,Presumed Guilty (Presunto culpable),"Supplement R Zygomatic Bone with Autol Sub, Perc Approach",Sebastien Gallatly,Jayo
57cbccc9-891a-422d-b3f1-1b60a3cb82ab,Dead Poets Society,"Excision of Right Upper Eyelid, Percutaneous Approach",Grissel Considine,Twimm
fc57c25e-c7cd-4482-8fa8-39b7da36443a,John Adams,"Occlusion R Int Iliac Art w Extralum Dev, Perc Endo",Prescott Sweetsur,Shufflester
